Population density,Distance to street,Rainfall,Temperature,Wind speed,Wind direction,Distance to industrial,Humidity,Elevation,Traffic volume,Land surface temperature (LST),Normalized difference vegetation index (NDVI),Distance to transportation,PM2.5
622.414,90,321.684,16.6594,1.97225,229.15,241.868,39.2072,1097,0,59.6213,0.082357,166.4331665,1
1.88363,474.342,246.444,17.7527,2.49287,268.184,361.248,37.0921,1196,0,61.2852,0.0115676,1937.05957,1
170.366,618.466,270.027,17.4765,2.30866,246.3,241.868,37.1573,1604,0,60.0056,0.117388,545.6188965,0
0,466.69,274.076,17.4618,2.25031,242.953,402.492,37.1762,1667,0,60.3481,-0.00429985,215.4065857,0
3.63706,960,276.617,17.4518,2.21237,241.314,690.652,37.2108,1674,0,60.7504,0.0924036,1004.489929,0
541.226,228.473,280.141,17.4452,2.15533,238.853,241.868,37.2389,1636,0,59.4817,0.0570164,430.4648743,0
417.61,295.466,282.448,17.4624,2.10402,236.552,901.998,37.2023,1704,0,59.4726,0.0809943,323.1098938,0
0,228.473,285.178,17.445,2.0681,235.294,966.075,37.2587,1732,0,60.7778,0.142484,502.1951904,0
0,134.164,284.663,17.5092,2.03359,233.574,540.833,37.1046,1639,294.6188817,59.0458,0.0503211,208.0865173,0
0,150,283.424,17.5269,2.04358,233.767,60,37.052,1627,428.696119,59.5195,0.040319,283.0194397,0
0,60,281.533,17.4989,2.09634,235.834,330,37.0999,1607,8613.672662,60.296,0.125066,90.55384827,0
0,150,279.802,17.4729,2.14408,237.942,384.187,37.1554,1589,0,59.4372,0.191793,310.6445007,0
502.736,637.809,277.884,17.4642,2.18331,239.675,872.067,37.1698,1644,0,59.3501,0.0946956,863.3076172,0
3.99947,60,275.309,17.482,2.21901,240.591,42.4264,37.0887,1580,0,60.5253,0.136993,303.6445313,0
0,120,272.471,17.4815,2.26896,242.877,551.543,37.0816,1570,351.4637317,59.6243,0.0663035,405.2160034,0
0,523.927,269.757,17.4879,2.31136,245.036,865.332,37.0661,1550,0,59.9602,0.201765,524.9761963,0
0,210,267.098,17.5004,2.34834,247.097,600,37.0409,1533,6.935717358,59.4712,0.0677443,233.4523468,0
270.43,60,264.942,17.5157,2.38767,245.95,465.725,36.862,1461,1951.339227,59.4009,0.0667453,210.2379608,0
49.1932,42.4264,270.544,17.5059,2.29447,242.019,308.869,36.9238,1487,3569.501165,59.8457,0.20479,529.5280762,0
11.2713,256.32,278.409,17.5289,2.13466,236.429,1181.86,36.9716,1508,0,59.2567,0.617041,444.072052,0
0,150,280.688,17.5528,2.07639,234.398,729.932,36.9495,1550,94.45391004,60.1367,0.0195779,161.5549469,0
0,120,283.384,17.5874,2.00269,231.945,42.4264,36.9147,1559,785.7879728,59.7366,0.165199,360.138855,0
278.285,67.082,284.577,17.5858,1.98217,231.35,276.586,36.9344,1559,1339.388916,59.526,0.0955147,348.8552856,0
246.834,67.082,285.579,17.5329,2.00119,232.3,402.492,37.0588,1597,0,59.3056,0.0964409,101.9803925,0
27.3741,0,284.174,17.6606,1.93668,229.52,189.737,36.7742,1514,4237.742838,59.9897,0.0689175,125.2996445,0
0,60,281.909,17.6246,2.00464,231.536,540.833,36.8046,1508,0.376041762,59.4273,0.0494422,219.3171234,0
19.5408,90,274.519,17.5575,2.19361,236.537,150,36.7737,1450,2724.077681,59.6344,0.18163,122.0655594,0
72.7045,30,267.461,17.5331,2.34701,240.237,488.365,36.6544,1406,12245.67368,60.5594,0.0405795,100,0
0,30,263.217,17.5228,2.42214,245.278,722.496,36.7358,1411,1159.184492,59.7763,0.0151442,120.415947,0
494.137,30,267.652,17.521,2.3452,241.806,829.759,36.7608,1421,7101.001485,60.0266,0.0535041,591.3543701,0
494.137,30,267.652,17.521,2.3452,241.806,829.759,36.7608,1421,7101.001485,60.0266,0.0535041,591.3543701,0
0,0,273.92,17.5134,2.22848,239.462,1027.03,36.9384,1494,7450.642156,59.9584,0.117453,89.44271851,0
404.648,30,279.546,17.5971,2.06914,233.298,792.023,36.8085,1490,4993.283288,59.6491,0.0215593,317.8049622,0
61.6594,150,279.564,17.6264,2.04961,232.234,510.882,36.7322,1456,709.6376513,59.6964,0.237766,219.3171234,0
0,60,274.898,17.5851,2.17056,234.933,792.591,36.6833,1424,7787.209035,60.0796,0.291025,330.6054993,0
0,210,268.714,17.5497,2.31623,238.242,161.555,36.5907,1394,0,60.4044,0.0968006,219.5449829,0
0,42.4264,282.842,17.6868,1.94304,229.424,766.616,36.6952,1469,0,59.6804,0.288236,120.415947,0
48.4519,67.082,283.455,17.7769,1.86604,227.014,1389.75,36.541,1444,0,59.8301,0.210303,333.7663879,0
0.128096,394.588,280.689,17.6833,1.98925,229.963,1800.25,36.6248,1389,0,61.2799,0.141329,544.2426147,0
0,108.167,284.201,17.7081,1.90219,228.295,750,36.6817,1458,4191.503319,59.5492,0.34464,392.045929,0
0,0,285.865,17.6044,1.94621,230.095,1064.05,36.9086,1538,11564.13765,59.8193,0.140685,321.4031677,0
3.05457,30,287.64,17.4809,2.00146,232.559,904.489,37.1865,1596,5326.038734,60.0842,0.109508,130.3840485,0
0,60,291.181,17.3363,2.04096,234.685,690.652,37.5239,1632,5117.324476,59,0.0591907,94.33981323,0
104.816,84.8528,293.882,17.2167,2.07776,236.694,816.088,37.8029,1682,0,59.1145,0.313259,734.9829712,0
39.1874,0,303.096,16.9331,2.12394,239.79,589.406,38.4491,1656,0,59.2061,0.224429,518.5556641,0
106.698,67.082,308.856,16.7667,2.1489,241.578,662.722,38.8202,1618,2609.423208,59.1099,0.234058,140.3566895,0
14.8959,240,288.078,17.4038,2.04668,234.653,424.264,37.3639,1613,0,59.1972,0.266597,452.2167664,0
0,349.857,265.848,17.5049,2.35168,251.233,953.415,37.2001,1599,0,61.1892,0.126683,837.6156616,0
0,632.851,262.131,17.5525,2.3727,255.616,152.971,37.2074,1499,0,60.8878,0.293974,662.4197998,0
0,375.899,260.061,17.5961,2.35961,260.455,540,37.3147,1634,0,61.129,0.0938049,1320.037842,0
0,666.108,257.622,17.627,2.38781,260.466,882.326,37.1593,1379,0,58.9118,0.610037,636.3961182,0
27.4626,339.411,259.796,17.5733,2.40807,255.256,301.496,37.0542,1417,0,59.6659,0.0454861,389.4868469,0
0,296.985,263.841,17.5242,2.38164,250.751,465.725,37.0599,1491,0,60.335,0.25896,260.7680969,0
440.624,161.555,260.189,17.5463,2.44287,250.631,182.483,36.8575,1418,36.04003203,59.4148,0.0748345,174.6424866,0
4.05336,308.869,255.483,17.6036,2.47432,255.745,300,36.8424,1349,26.19030238,59.5414,0.462738,393.9543152,0
47.8813,254.558,254.377,17.6046,2.49936,255.289,123.693,36.7659,1330,0,60.1278,0.308676,661.8912354,0
0,123.693,251.576,17.6119,2.55528,254.936,582.495,36.61,1305,1643.322081,61.3545,0.0886174,407.0626526,0
0,360,248.693,17.8063,2.39244,270.523,442.945,37.0172,1293,3704.397648,61.1316,0.199958,332.4154053,0
198.163,1209.34,245.69,17.9876,2.26051,282.409,1492.18,37.1555,1309,3540.76445,60.5249,0.262736,353.5534058,0
0,150,250.79,17.7825,2.3692,269.819,942.019,37.1037,1326,0,60.055,0.152242,22.36067963,0
0,313.209,252.75,17.6793,2.44459,261.93,1291.39,36.9416,1338,0,59.8593,0.206412,443.8468323,0
5.95365,589.406,247.814,17.7753,2.44715,267.993,362.491,36.9203,1273,0,60.0678,0.067342,610,0
0.0314195,212.132,244.883,17.9342,2.33644,278.823,301.496,37.1184,1237,0.011403123,60.2594,0.340529,1943.656372,0
0,630.714,239.575,18.2531,2.1207,296.371,721.249,37.0152,1259,0,61.1465,0.182554,568.8585205,0
0.218596,1905.18,239.086,18.2841,2.09978,297.86,1905.18,36.9722,1299,0,60.1688,0.0655375,793.0952148,0
0,42.4264,240.488,18.184,2.17119,293.1,0,37.1269,1225,0,60.5804,0.0786863,237.6972809,0
0,42.4264,247.259,17.686,2.56028,261.138,134.164,36.6981,1251,10111.25549,60.1468,0.0681572,333.7663879,0
126.336,60,242.203,17.5735,2.82123,247.49,108.167,35.7999,1249,0,60.0659,0.0325625,111.8033981,0
3.11679,254.558,246.255,17.5626,2.74618,246.89,394.588,35.9625,1256,0,60.945,0.0405481,487.6473999,0
180.834,30,251.113,17.5444,2.66913,244.288,84.8528,36.0668,1293,8755.469362,59.8298,0.140526,492.4429016,0
213.263,30,252.714,17.546,2.65132,240.679,30,35.9318,1278,4.52388685,60.3382,0.0905012,107.7032928,0
0,84.8528,279.582,17.6551,2.03379,230.586,973.499,36.6199,1295,0,60.2049,-0.0128733,358.4689636,0
0,30,288.872,17.5594,1.92846,228.639,295.466,36.9871,1297,275.6965987,59.6303,0.0240074,471.6990662,0
13.056,30,299.909,17.314,1.90647,228.589,450,37.5963,1292,13243.94844,59.8021,0.413872,41.23105621,0
555.363,0,257.898,17.5374,2.51883,246.45,361.248,36.5292,1354,1632.303968,60.3667,0.0419026,70.7106781,0
0,603.738,248.697,17.667,2.55282,259.38,0,36.6588,1279,3868.101559,61.0243,0.092583,643.2728882,0
71.1743,90,251.696,17.568,2.61169,249.758,737.902,36.3824,1302,5621.330224,60.616,0.126356,215.8703308,0
0,241.868,257.535,17.5401,2.54962,241.226,258.07,36.2127,1329,0,59.8147,0.176585,741.0803223,0
68.5702,150,322.936,16.4001,2.19035,245.149,582.495,39.628,1590,82.12491733,59.2072,0.267813,260.7680969,0
159.245,42.4264,326.102,16.2964,2.21854,246.93,764.853,39.8491,1618,0,59.6749,0.0756164,673.5725708,0
0,212.132,331.821,16.1381,2.24847,249.127,606.712,40.189,1604,0,60.2416,0.19546,353.4119263,0
0,331.361,335.711,16.0369,2.26468,250.434,618.466,40.4069,1637,0,59.8966,0.264324,411.4608154,0
0,30,333.414,16.1243,2.23076,248.435,270,40.2282,1579,3398.323793,60.3544,0.0290944,259.4224243,0
48.8018,308.869,327.542,16.3008,2.18879,245.61,641.327,39.8515,1555,0,60.0932,0.246039,354.6829529,0
14.5375,30,321.977,16.4674,2.15313,243.178,540.833,39.4907,1533,0,59.983,0.262556,276.5863342,0
0,0,322.311,16.4921,2.12656,241.892,457.93,39.4464,1511,7485.160085,60.0954,0.0845697,44.72135925,0
0,0,329.244,16.3147,2.14391,243.569,180,39.8432,1505,5024.805094,60.095,0.282191,284.4292603,0
104.899,94.8683,335.063,16.1256,2.19705,246.945,800.5,40.2437,1546,0,59.9039,0.138983,456.1797791,0
101.178,180,331.089,16.2268,2.18504,245.851,720,40.0209,1542,0,60.0916,0.120716,386.2641602,0
0,108.167,327.195,16.3395,2.16233,244.245,676.831,39.7768,1534,3272.915329,59.5691,0.0398218,304.1381226,0
16.6816,161.555,317.88,16.4915,2.20419,245.278,630.714,39.4227,1711,0,58.7743,0.576158,560.8029785,0
160.119,60,314.852,16.6164,2.1609,242.785,394.588,39.1529,1608,0,59.2703,0.12319,456.0701599,0
566.798,67.082,325.694,16.2718,2.24481,248.199,450,39.8952,1714,0,59.4723,0.0451921,837.4365845,0
0,318.904,331.361,16.1129,2.27743,250.525,1253.2,40.2333,1689,0,59.3422,0.270953,322.0248413,0
0,429.535,339.23,15.9028,2.31838,253.601,1366.24,40.6786,1707,0,60.1361,0.107853,650.3076172,0
0,424.264,344.682,15.7588,2.34781,255.823,1402.64,40.9829,1736,0,59.558,0.359111,148.6606903,0
329.693,108.167,342.081,15.8659,2.29789,252.94,807.775,40.7715,1655,0,59.48,0.063212,117.0469971,0
9.64863,551.543,340.028,15.9836,2.22774,249.121,1116.06,40.5474,1574,0,60.4472,0.179857,915.4780273,0
0,42.4264,344.891,15.7943,2.30951,253.903,764.853,40.9251,1655,489.7253946,59.4632,0.271692,150,0
7.7642,324.5,349.676,15.6344,2.3687,257.571,662.722,41.2484,1724,0,59.6365,0.251038,373.3630981,0
132.693,90,312.995,16.7057,2.12536,240.817,424.264,38.9598,1550,39.50427187,59.4089,0.141329,223.6067963,0
160.157,60,316.747,16.6318,2.11628,240.763,488.365,39.1311,1520,0,59.267,0.106701,346.6987305,0
24.6425,84.8528,318.508,16.6238,2.09018,239.661,771.298,39.1608,1489,1036.260199,59.5934,0.533362,531.5072632,0
15.1438,228.473,328.991,16.3611,2.10827,241.763,676.831,39.7571,1484,6989.704239,59.3978,0.0169622,219.3171234,0
24.409,456.946,337.552,16.1191,2.15157,244.975,1731.18,40.286,1522,0,60.3978,0.223982,1060.754395,0
24.409,90,340.902,16.0711,2.12553,244.098,2343.27,40.4124,1494,758.7108079,60.1673,0.194299,1560.416626,0
0,94.8683,346.747,15.945,2.1189,244.515,2117.29,40.7058,1494,0,61.181,0.177173,760.5918579,0
0,313.209,352.582,15.7515,2.17834,248.241,2737.24,41.1073,1514,2803.251503,60.459,0.159661,460.9772339,0
6.71016,626.418,356.773,15.5814,2.25638,252.73,2674.71,41.4402,1543,0,59.8421,0.456378,643.5060425,0
0,30,358.109,15.5929,2.2083,250.431,1654.63,41.4472,1501,2136.92264,59.9954,0.159754,992.4716797,0
0,0,358.097,15.7173,2.07983,243.971,829.759,41.2547,1434,0,59.5657,0.123154,909.1754761,0
0,0,352.402,15.9759,1.96777,237.788,1113.64,40.7375,1382,13550.56384,60.1152,0.0911431,797.0570679,0
246.35,60,343.965,16.2537,1.8996,233.41,94.8683,40.137,1339,1914.118225,59.7363,0.109103,184.3908844,0
0,330,336.845,16.2945,2.00732,237.743,997.246,39.9732,1456,0,60.8288,0.221608,1180.720093,0
0,417.852,331.721,16.3411,2.07064,240.227,1641.25,39.8255,1482,0,59.4095,0.142043,721.1102295,0
0,67.082,328.668,16.5126,1.98473,235.642,523.927,39.4783,1430,12894.66023,60.3433,0.218668,765.3757324,0
480.476,0,332.489,16.5786,1.85786,229.964,566.039,39.3964,1336,0,59.8714,0.0277403,501.5974426,0
313.027,42.4264,337.499,16.5916,1.75542,225.649,342.053,39.4193,1286,6037.475256,60.0541,0.0530941,121.6552505,0
0,90,348.706,16.3276,1.74922,226.833,375.899,40.0542,1301,0,59.6822,0.0492355,247.5883636,0
0,150,350.535,16.2802,1.75184,227.196,241.868,40.1651,1297,111.9057366,59.7593,0.0780606,234.3074951,0
115.718,90,355.475,16.1111,1.79177,229.73,256.32,40.5387,1306,3622.957227,59.9216,0.245586,131.5294647,0
540.58,30,350.966,16.2165,1.79398,229.253,391.152,40.2901,1304,960.7490701,59.7738,0.0550787,232.5940704,0
0,30,356.8,16.2181,1.68302,224.764,94.8683,40.3518,1283,0,59.7331,0.07085,212.1320343,0
0,90,358.432,16.1538,1.70199,225.871,271.662,40.4931,1278,1221.155653,59.7813,0.0397677,164.0121918,0
0,30,360.223,16.072,1.73167,227.497,324.5,40.6681,1298,1719.687646,59.7207,0.0682053,126.4911041,0
411.028,90,357.003,16.0225,1.83382,231.921,313.209,40.719,1326,734.9437097,59.6484,0.114627,94.33981323,0
0,108.167,363.981,16.1253,1.62103,222.8,218.403,40.6078,1270,2401.189536,59.7554,0.107866,125.2996445,0
0,0,367.863,16.1301,1.54711,219.865,42.4264,40.6367,1254,6507.351888,60.3189,0.033849,102.9562988,0
463.465,90,364.539,16.2075,1.55039,219.561,127.279,40.4491,1255,0,59.8315,0.0834224,396.6106262,0
248.564,30,348.783,16.4022,1.69111,224.076,161.555,39.9081,1284,358.9810008,60.2421,0.109338,494.974762,0
352.582,30,337.506,16.4291,1.88118,231.707,878.237,39.7368,1350,354.0065351,60.2599,0.0467453,490.1020203,0
0,241.868,361.538,15.481,2.23719,252.272,1020,41.6803,1499,0,59.9709,0.072327,1100.545288,0
17.7455,371.079,363.909,15.4461,2.1939,250.172,331.361,41.7898,1483,0,59.1266,0.482432,376.430603,0
173.235,0,361.231,15.7745,1.95256,238.078,0,41.2152,1391,0,60.4848,0.0817932,473.8143005,0
0,90,358.692,15.9226,1.88241,234.444,662.722,40.9196,1349,668.5909175,59.7726,0.057423,63.24555206,0
0,30,406.529,15.7944,1.103,204.614,30,41.6789,1134,997.5916772,60.2259,0.0426564,131.5294647,0
633.446,0,403.057,15.8247,1.14008,205.757,123.693,41.598,1124,2046.877786,59.9806,0.0369906,90.55384827,0
0,0,398.761,15.8619,1.18616,207.178,457.93,41.4998,1114,16655.30302,60.265,0.13712,304.1381226,0
0,94.8683,392.878,15.9088,1.25077,209.199,241.868,41.3797,1116,0,61.0564,0.0419497,181.1076965,0
0,42.4264,386.584,15.958,1.31985,211.358,218.403,41.2584,1121,0,59.7439,0.354334,230.2172852,0
931.116,84.8528,380.351,16.001,1.38997,213.587,276.586,41.1624,1129,0,60.0441,0.0622876,130.3840485,0
700.123,0,376.423,16.0242,1.43526,215.05,84.8528,41.1176,1138,0,60.4754,0.0781207,541.2947388,0
45.3108,150,381.179,15.9866,1.38424,213.474,429.535,41.2023,1151,0,60.3104,0.180849,272.0294189,0
0,30,390.176,15.9221,1.28386,210.302,30,41.3513,1145,9753.085312,60.8969,0.0156875,120.415947,0
576.37,0,395.894,15.8761,1.22166,208.367,161.555,41.4662,1151,0,59.781,0.0462961,349.2849731,0
0,42.4264,400.58,15.835,1.17224,206.858,90,41.5706,1159,0,60.0412,0.0610291,63.24555206,0
0,60,404.203,15.8101,1.13024,205.501,241.868,41.6365,1143,54.89711915,60.717,0.158032,70,0
0,0,400.618,15.841,1.16857,206.682,84.8528,41.5559,1141,0,59.9577,0.05784,141.4213562,0
0,0,412.081,15.7519,1.04023,202.607,218.403,41.7947,1134,0,59.954,0.0591216,44.72135925,0
465.786,60,415.742,15.7227,0.999181,201.295,364.966,41.8759,1137,1305.594636,60.2054,0.0475674,423.7923889,0
0,94.8683,407.577,15.7941,1.08741,204.047,30,41.6781,1125,2280.983279,60.1763,0.0600058,317.8049622,0
0,120,405.584,15.8053,1.11172,204.856,94.8683,41.6494,1124,3729.235811,59.9747,0.0338268,156.2049866,0
48.5923,90,408.272,15.7824,1.08261,203.95,134.164,41.7112,1131,0,60.7106,0.17929,170.8800812,0
162.146,150,412.981,15.7467,1.02913,202.234,641.327,41.8088,1131,255.1260987,60.4453,0.106153,614.0032349,0
855.378,123.693,401.91,15.8409,1.14956,205.993,94.8683,41.5525,1118,167.3985655,60.0748,0.0710436,169.7056274,0
895.673,192.094,395.19,15.903,1.22017,208.134,488.365,41.3837,1116,0,60.3644,0.0623929,430.116272,0
0,550.727,388.312,15.9564,1.29626,210.521,1049.57,41.2505,1105,0,59.8745,0.0717989,788.1624146,0
0,390,381.306,16.0188,1.37029,212.764,888.426,41.0893,1092,0,60.4305,0.235508,220.9072266,0
0,0,382.59,15.9939,1.36164,212.621,42.4264,41.1679,1108,0,60.0935,0.117289,242.0743713,0
382.972,94.8683,379.753,16.0641,1.37548,212.635,812.219,40.9262,1110,0,60.033,0.047424,357.3513794,0
80.0874,150,365.791,16.1842,1.52534,217.165,90,40.6207,1094,245.9996824,60.9163,0.11617,178.0449371,0
500.608,228.473,367.761,16.1555,1.508,216.759,284.605,40.7155,1099,0,59.9868,0.0404487,353.5534058,0
0,0,401.375,15.8616,1.14842,205.841,60,41.4839,1132,88.26542805,60.307,0.0614888,421.9004517,0
903.361,42.4264,388.021,16.0145,1.27511,209.638,123.693,41.0442,1159,0,59.9131,0.0443515,371.0794983,0
395.039,30,382.242,16.0831,1.32808,211.322,218.403,40.8511,1170,61.97353047,59.9939,0.0854896,523.9274902,0
258.138,60,284.742,17.7285,1.87796,227.428,674.166,36.6463,1423,1862.320272,59.7034,0.0986682,107.7032928,0
75.0517,30,283.235,17.6577,1.96143,229.097,563.649,36.7068,1296,10573.35187,60.1822,0.21845,72.11102295,0
652.068,42.4264,342.058,16.5736,1.68684,222.849,390,39.4932,1247,6328.506205,60.151,0.0354564,94.86833191,0
855.771,42.4264,408.128,15.7996,1.07698,203.708,258.07,41.6557,1163,860.3166502,60.2217,0.0357228,560.8029785,0
301.985,189.737,344.943,16.0993,2.01373,239.082,976.729,40.4214,1413,1272.394992,59.7954,0.0725221,162.788208,0
0,453.982,339.965,16.172,2.05201,240.332,1360.62,40.2281,1521,0,60.4006,0.290305,884.590271,0
451.123,120,276.295,17.5354,2.17106,237.105,964.21,36.9054,1504,1707.135561,59.4687,0.0726486,123.6931686,0
0,30,271.074,17.5278,2.27681,239.635,60,36.8008,1448,98.5514054,59.8779,0.162321,254.9509735,0
414.341,210,252.162,17.551,2.62826,247.023,488.365,36.269,1301,0,59.5554,0.0918024,599.0826416,0
0.560045,607.454,248.839,17.6006,2.63235,252.886,906.973,36.3882,1282,0,59.6378,-0.0631585,750.2666016,0
0,0,245.283,17.5884,2.72858,250.622,120,36.1172,1265,11526.4968,60.471,0.0543348,602.0797119,0
0,212.132,246.435,17.9364,2.29984,279.078,1233.29,37.121,1280,0,60.2545,0.10785,151.3274536,0
2.171,1135.65,246.759,17.8705,2.36518,274.577,873.613,37.0461,1268,0,60.1532,0.59537,1330.150391,0
